RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@499,off,off,0%@499,0%@499,0%@499] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2568 VDD_SYS_CPU 230/230 VDD_SYS_DDR 706/706
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41C VDD_SYS_GPU 2374/753 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4788/3163 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/718
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,14%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41C VDD_SYS_GPU 2374/782 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4826/3193 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/719
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41C VDD_SYS_GPU 2374/810 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4826/3222 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/719
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41.25C VDD_SYS_GPU 2374/837 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4826/3249 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/720
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41.25C VDD_SYS_GPU 2374/863 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4864/3277 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/720
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41.25C VDD_SYS_GPU 2374/888 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4864/3303 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/720
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41.25C VDD_SYS_GPU 2450/913 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4864/3329 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/721
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41.25C VDD_SYS_GPU 2450/938 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4864/3353 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/721
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41C VDD_SYS_GPU 2450/962 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3378 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/722
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@40.9C Tdiode@41C VDD_SYS_GPU 2450/985 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3402 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/722
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41C VDD_SYS_GPU 2450/1008 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3425 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/722
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41C VDD_SYS_GPU 2450/1030 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3447 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/723
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1051 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3469 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/723
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2451/1072 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3490 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/723
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1092 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3510 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/724
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1111 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3530 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/724
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1130 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3550 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/724
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1148 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3568 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/724
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1166 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3587 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/725
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1183 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3604 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/725
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1200 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3622 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/725
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1217 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3639 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/725
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1233 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3655 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/726
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2451/1248 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3671 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/726
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2451/1263 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3687 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/726
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1278 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3702 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/726
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1293 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3717 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/727
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1307 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3731 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/727
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,14%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1321 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3746 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/727
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1334 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/3759 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/727
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1347 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3773 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/727
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1360 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3787 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/728
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1373 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3800 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/728
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1385 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3813 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/728
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1397 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3826 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/728
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@41.5C BCPU@41.5C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1408 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3838 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/728
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1420 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3850 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/729
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1431 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3862 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/729
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,28%@345,16%@345,20%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1442 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3874 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/729
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,14%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1453 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3885 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/729
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1463 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3896 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/729
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.2C Tdiode@41.25C VDD_SYS_GPU 2450/1473 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3907 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/729
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,14%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1484 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3918 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/730
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1493 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3928 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/730
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1503 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3938 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/730
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1513 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3948 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/730
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1522 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3958 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/730
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1531 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3968 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/730
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.2C Tdiode@41.5C VDD_SYS_GPU 2450/1540 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3977 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/730
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 97% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1549 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3986 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/731
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@41.5C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1557 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/3996 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/731
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1566 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4004 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/731
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1574 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4013 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/731
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@42C BCPU@41C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1582 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4022 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/731
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.4C Tdiode@41.5C VDD_SYS_GPU 2450/1590 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4030 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/731
